Data,Time,LabName,WaterTemp,pH,DissolveOxygen,TotalNitrogen,Phosphorus,TotalOrganicCarbons,Phenol,Cyan
20210405,0.125,탄천,14.3,7,5.6,6.84,0.265,13.4,0,0
20210405,0.125,중랑천,13.4,7,6.8,4.5,0.12,5.1,0,0
20210405,0.125,안양천,14.2,6.8,4.4,2.58,0.29,6.5,0,0
20210405,0.125,선유,13.9,6.9,5.7,3.36,0.135,2.7,0,0
20210405,0.125,노량진,13.1,7.1,6.4,1.975,0.104,2.5,0,0
20210405,0.083333333,탄천,14.6,7,5.4,7.18,0.305,13.2,0,0
20210405,0.083333333,중랑천,13.6,7,7.1,4.5,0.1,3.3,0,0
20210405,0.083333333,안양천,14.5,6.8,4.3,2.64,0.255,7.4,0,0
20210405,0.083333333,선유,14,6.9,5.8,3.38,0.139,2.5,0,0
20210405,0.083333333,노량진,13.2,7.1,6.6,1.9,0.11,2.2,0,0
20210405,0.041666667,탄천,14.7,7,5.3,7.34,0.305,13.8,0,0
20210405,0.041666667,중랑천,13.9,7,7.1,4.4,0.1,5.4,0,0
20210405,0.041666667,안양천,14.6,6.8,4.5,2.59,0.25,6.4,0,0
20210405,0.041666667,선유,14,6.9,6,3.24,0.141,2.5,0,0
20210405,0.041666667,노량진,13.2,7.1,6.4,2.025,0.128,2.2,0,0
20210404,1,탄천,14.9,7,5.3,7.06,0.305,13,0,0
20210404,1,중랑천,14.1,7,7.4,4.4,0.12,3.4,0,0
20210404,1,안양천,14.9,6.7,5.2,2.47,0.2,6.1,0,0
20210404,1,선유,14,6.9,6.1,3.26,0.133,2.5,0,0
20210404,1,노량진,13.4,7.1,6.3,2.1,0.128,2.4,0,0
20210404,0.958333333,탄천,15.1,7,5.5,6.4,0.225,13.4,0,0
20210404,0.958333333,중랑천,14.3,7,7.5,4.4,0.12,3.9,0,0
20210404,0.958333333,안양천,15.1,6.7,5.4,2.74,0.225,6.1,0,0
20210404,0.958333333,선유,14.1,6.9,6.2,3.26,0.131,2.5,0,0
20210404,0.958333333,노량진,13.4,7.1,6.3,2.1,0.12,2.3,0,0
20210404,0.916666667,탄천,15.4,7,5.8,6.16,0.225,13.4,0,0
20210404,0.916666667,중랑천,14.4,7,7.8,4.5,0.1,5.8,0,0
20210404,0.916666667,안양천,15.4,6.7,5.1,2.53,0.305,6.3,0,0
20210404,0.916666667,선유,14.1,6.9,6.3,3.26,0.134,2.5,0,0
20210404,0.916666667,노량진,13.5,7.1,6.3,2.25,0.11,2.1,0,0
20210404,0.875,탄천,15.7,7,5.9,6.18,0.225,13,0,0
20210404,0.875,중랑천,14.6,7,7.8,4.5,0.12,3.5,0,0
20210404,0.875,안양천,15.7,6.7,5,2.45,0.305,6.2,0,0
20210404,0.875,선유,14.1,6.9,6.4,3.36,0.133,2.4,0,0
20210404,0.875,노량진,13.5,7.1,6.4,2.125,0.126,2.2,0,0
20210404,0.833333333,탄천,16,7,5.9,6.14,0.23,12.7,0,0
20210404,0.833333333,중랑천,14.9,7,7.8,4.5,0.1,4.2,0,0
20210404,0.833333333,안양천,16.1,6.7,5.2,2.42,0.265,6.1,0,0
20210404,0.833333333,선유,14.2,6.9,6.4,3.34,0.139,2.5,0,0
20210404,0.833333333,노량진,13.6,7.1,6.4,2.45,0.116,2.3,0,0
20210404,0.791666667,탄천,16.3,7,6,6.44,0.265,13.5,0,0
20210404,0.791666667,중랑천,15.1,7,7.7,4.4,0.1,4.2,0,0
20210404,0.791666667,안양천,16.5,6.7,5.4,2.65,0.285,6,0,0
20210404,0.791666667,선유,14.1,6.9,6.5,3.54,0.134,2.7,0,0
20210404,0.791666667,노량진,13.7,7.1,6.4,2.3,0.122,2.5,0,0
20210404,0.75,탄천,16.6,7,5.9,6.98,0.335,13.6,0,0
20210404,0.75,중랑천,15.2,7,7.8,4.4,0.1,4.6,0,0
20210404,0.75,안양천,16.7,6.7,5.2,2.65,0.275,6.2,0,0
20210404,0.75,선유,14.3,6.9,6.9,3.3,0.133,2.5,0,0
20210404,0.75,노량진,13.7,7.1,6.5,2.375,0.126,2.2,0,0
20210404,0.708333333,탄천,16.7,7,6,7.28,0.375,12.9,0,0
20210404,0.708333333,중랑천,15.2,7,7.7,4.4,0.12,4.7,0,0
20210404,0.708333333,안양천,16.8,6.7,5.3,2.51,0.25,6.5,0,0
20210404,0.708333333,선유,14.3,6.9,7.1,3.36,0.124,2.6,0,0
20210404,0.708333333,노량진,13.7,7.1,6.4,2.525,0.136,2.2,0,0
20210404,0.666666667,탄천,16.7,7,6,7,0.315,16.1,0,0
20210404,0.666666667,중랑천,15.1,7,7.8,4.5,0.1,4.8,0,0
20210404,0.666666667,안양천,16.9,6.7,5.5,2.81,0.255,6,0,0
20210404,0.666666667,선유,14.3,7,7.1,3.32,0.113,2.5,0,0
20210404,0.666666667,노량진,13.7,7.1,6.4,2.475,0.14,2.3,0,0
20210404,0.625,탄천,16.4,7,6.2,6.06,0.24,13.6,0,0
20210404,0.625,중랑천,14.5,7,7.7,4.5,0.1,4.6,0,0
20210404,0.625,안양천,16.5,6.7,5.3,2.6,0.295,6,0,0
20210404,0.625,선유,14.2,7,7.4,3.24,0.107,2.5,0,0
20210404,0.625,노량진,13.8,7.1,6.4,2.525,0.144,2.4,0,0
20210404,0.583333333,탄천,16,7,6.8,4.58,0.14,12.9,0,0
20210404,0.583333333,중랑천,13.9,7,7.8,4.5,0.12,5.4,0,0
20210404,0.583333333,안양천,16.1,6.7,5.3,2.68,0.31,6.1,0,0
20210404,0.583333333,선유,14,7,7.5,3.16,0.105,2.5,0,0
20210404,0.583333333,노량진,13.7,7.1,6.3,2.65,0.146,2.1,0,0
20210404,0.541666667,탄천,15.3,7,7.1,4.32,0.145,13.7,0,0
20210404,0.541666667,중랑천,13.5,7,7.8,4.4,0.1,4.6,0,0
20210404,0.541666667,안양천,15.3,6.7,5.5,2.75,0.33,6,0,0
20210404,0.541666667,선유,13.9,7,7.4,3.16,0.099,2.6,0,0
20210404,0.541666667,노량진,13.5,7,6.2,2.625,0.14,2.5,0,0
20210404,0.5,탄천,14.5,7,7,4.32,0.15,14.4,0,0
20210404,0.5,중랑천,13.1,7,7.7,4.4,0.12,6.4,0,0
20210404,0.5,안양천,14.6,6.7,5.2,2.74,0.305,6.3,0,0
20210404,0.5,선유,13.7,7,7.7,3.02,0.092,2.4,0,0
20210404,0.5,노량진,13.4,7.1,6.2,2.625,0.142,2.4,0,0
20210404,0.458333333,탄천,14.1,7,6.9,4.28,0.185,13.7,0,0
20210404,0.458333333,중랑천,13,7,7.3,4.4,0.1,6.2,0,0
20210404,0.458333333,안양천,14.3,6.7,5.2,2.75,0.285,6.2,0,0
20210404,0.458333333,선유,13.6,7.1,7.9,2.94,0.078,2.5,0,0
20210404,0.458333333,노량진,13.3,7.1,6.3,2.4,0.14,2.4,0,0
20210404,0.416666667,탄천,13.9,7,6.8,4.28,0.185,14.5,0,0
20210404,0.416666667,중랑천,13,6.9,7.1,4.4,0.1,8.2,0,0
20210404,0.416666667,안양천,14.3,6.7,5,2.65,0.33,6.3,0,0
20210404,0.416666667,선유,13.5,7.1,7.9,2.82,0.076,2.5,0,0
20210404,0.416666667,노량진,13.1,7.1,6.4,2.4,0.126,2.2,0,0
20210404,0.375,탄천,13.8,7,6.8,4.48,0.19,15.7,0,0
20210404,0.375,중랑천,13,6.9,6.7,4.4,0.12,7.5,0,0
20210404,0.375,안양천,14.3,6.7,4.7,2.58,0.38,6.3,0,0
20210404,0.375,선유,13.4,7.1,7.9,2.8,0.084,2.4,0,0
20210404,0.375,노량진,13.1,7.1,6.4,2.5,0.13,2.2,0,0
20210404,0.333333333,탄천,13.8,7,6.6,4.64,0.23,14.2,0,0
20210404,0.333333333,중랑천,13.1,6.9,6.7,4.4,0.12,8.6,0,0
20210404,0.333333333,안양천,14.5,6.7,4.4,2.74,0.405,6.5,0,0
20210404,0.333333333,선유,13.5,7.1,7.9,2.8,0.084,2.5,0,0
20210404,0.333333333,노량진,13.2,7,6.2,2.55,0.14,2.4,0,0
20210404,0.291666667,탄천,13.9,7,6.5,4.96,0.25,15.2,0,0
20210404,0.291666667,중랑천,13.3,6.9,6.6,4.5,0.1,7.8,0,0
20210404,0.291666667,안양천,14.7,6.7,4.2,2.44,0.485,6.5,0,0
20210404,0.291666667,선유,13.5,7.1,7.9,2.76,0.083,2.5,0,0
20210404,0.291666667,노량진,13.3,7.1,6.3,2.6,0.138,2.2,0,0
20210404,0.25,탄천,14,6.9,6.5,5.2,0.29,14.3,0,0
20210404,0.25,중랑천,13.4,6.9,6.7,4.5,0.12,9.8,0,0
20210404,0.25,안양천,14.9,6.7,3.9,2.7,0.46,6.7,0,0
20210404,0.25,선유,13.5,7.1,8,2.78,0.083,2.4,0,0
20210404,0.25,노량진,13.4,7.1,6.3,2.65,0.142,2,0,0
20210404,0.208333333,탄천,14.2,6.9,6.5,5.08,0.31,13.7,0,0
20210404,0.208333333,중랑천,13.7,6.9,6.3,4.5,0.1,12.4,0,0
20210404,0.208333333,안양천,15,6.7,3.9,2.47,0.49,6.6,0,0
20210404,0.208333333,선유,13.5,7.1,8.1,2.68,0.08,2.5,0,0
20210404,0.208333333,노량진,13.4,7.1,6.4,2.65,0.14,2.6,0,0
20210404,0.166666667,탄천,14.3,6.9,6.5,5.24,0.355,14.5,0,0
20210404,0.166666667,중랑천,13.9,6.9,6.1,4.7,0.1,13,0,0
20210404,0.166666667,안양천,15.1,6.7,3.8,2.61,0.465,6.5,0,0
20210404,0.166666667,선유,13.6,7.1,8.1,2.76,0.083,2.5,0,0
20210404,0.166666667,노량진,13.4,7.1,6.7,2.575,0.126,2.4,0,0
20210404,0.125,탄천,14.5,6.9,6.2,6.5,0.475,14.9,0,0
20210404,0.125,중랑천,14.2,6.9,5.8,4.7,0.1,12.7,0,0
20210404,0.125,안양천,15.3,6.7,3.8,2.7,0.55,6.5,0,0
20210404,0.125,선유,13.6,7.2,8.2,2.74,0.08,2.5,0,0
20210404,0.125,노량진,13.2,7.1,7.3,2.175,0.112,2.2,0,0
20210404,0.083333333,탄천,14.5,6.9,6.2,6.86,0.515,14.8,0,0
20210404,0.083333333,중랑천,14.4,7,5.8,4.7,0.1,15.3,0,0
20210404,0.083333333,안양천,15.6,6.8,3.2,2.47,0.565,7,0,0
20210404,0.083333333,선유,13.6,7.2,8.4,2.7,0.079,2.5,0,0
20210404,0.083333333,노량진,13.2,7.2,7.7,2.1,0.1,2.2,0,0
20210404,0.041666667,탄천,14.8,6.9,5.9,6.68,0.525,16,0,0
20210404,0.041666667,중랑천,14.7,7,5.6,4.5,0.12,16.8,0,0
20210404,0.041666667,안양천,15.7,6.8,2.9,0.45,0.61,7.2,0,0
20210404,0.041666667,선유,13.6,7.2,8.6,2.6,0.074,2.5,0,0
20210404,0.041666667,노량진,13.2,7.2,8,2.125,0.086,2.4,0,0
20210403,1,탄천,14.8,6.9,6.2,7.02,0.58,15.4,0,0
20210403,1,중랑천,15,7,5.4,4.5,0.1,22.6,0,0
20210403,1,안양천,15.9,6.8,2.7,2.46,0.565,7.2,0,0
20210403,1,선유,13.6,7.2,8.8,2.64,0.072,2.5,0,0
20210403,1,노량진,13.2,7.2,8,2.125,0.096,2.3,0,0
20210403,0.958333333,탄천,15.1,6.9,5.8,7,0.65,16.4,0,0
20210403,0.958333333,중랑천,15.3,7,4.9,4.5,0.12,18.3,0,0
20210403,0.958333333,안양천,16,6.8,2.6,2.94,0.485,6.7,0,0
20210403,0.958333333,선유,13.6,7.3,9,2.68,0.068,2.5,0,0
20210403,0.958333333,노량진,13.2,7.2,8.2,1.85,0.08,2.4,0,0
20210403,0.916666667,탄천,15.2,6.9,6,7.7,0.99,17.2,0,0
20210403,0.916666667,중랑천,15.6,7,4.6,4.5,0.1,30.6,0,0
20210403,0.916666667,안양천,16.2,6.8,2.4,2.62,0.53,6.9,0,0
20210403,0.916666667,선유,13.6,7.3,9.1,2.58,0.065,2.5,0,0
20210403,0.916666667,노량진,13.2,7.2,8.5,1.9,0.07,2.2,0,0
20210403,0.875,탄천,15.5,6.9,5.8,8.52,0.625,18.2,0,0
20210403,0.875,중랑천,15.8,7,4.2,4.5,0.12,22.8,0,0
20210403,0.875,안양천,16.3,6.9,2.7,2.64,0.6,7.2,0,0
20210403,0.875,선유,13.6,7.3,9.3,2.68,0.062,2.5,0,0
20210403,0.875,노량진,13.2,7.2,8.6,1.775,0.076,2.2,0,0
20210403,0.833333333,탄천,15.6,6.9,5.8,9.36,0.8,27,0,0
20210403,0.833333333,중랑천,15.9,7,4.9,4.5,0.1,19.1,0,0
20210403,0.833333333,안양천,16.4,6.9,2.5,2.2,0.69,7.5,0,0
20210403,0.833333333,선유,13.6,7.3,9.4,2.88,0.07,2.4,0,0
20210403,0.833333333,노량진,13.3,7.2,8.4,1.975,0.094,2,0,0
20210403,0.791666667,탄천,15.7,6.9,5.4,20,1.145,20.3,0,0
20210403,0.791666667,중랑천,16.1,7,5.1,4.4,0.1,17,0,0
20210403,0.791666667,안양천,16.4,6.8,2,2.56,0.785,7.5,0,0
20210403,0.791666667,선유,13.7,7.3,9.6,2.88,0.068,2.5,0,0
20210403,0.791666667,노량진,13.3,7.2,8.4,1.9,0.084,2.3,0,0
20210403,0.75,탄천,15.8,6.9,5,20,1.545,22.2,0,0
20210403,0.75,중랑천,16.1,7,4.9,4.4,0.12,18.6,0,0
20210403,0.75,안양천,16.5,6.8,2.1,2.49,0.93,7.9,0,0
20210403,0.75,선유,13.6,7.3,9.6,2.8,0.064,2.5,0,0
20210403,0.75,노량진,13.3,7.3,8.7,1.775,0.084,2.5,0,0
20210403,0.708333333,탄천,16.1,6.9,2.8,20,2.145,26,0,0
20210403,0.708333333,중랑천,16.2,7,4.8,4.4,0.12,15.8,0,0
20210403,0.708333333,안양천,16.5,6.8,2.9,3.01,1.27,8.2,0,0
20210403,0.708333333,선유,13.6,7.3,9.5,2.9,0.067,2.4,0,0
20210403,0.708333333,노량진,13.2,7.3,9,1.6,0.06,2.2,0,0
20210403,0.666666667,탄천,16.4,6.9,1.7,20,3.09,28.6,0,0
20210403,0.666666667,중랑천,16.2,7,4.8,4.7,0.12,33.8,0,0
20210403,0.666666667,안양천,16.6,6.9,3.3,4.14,1.98,8.8,0,0
20210403,0.666666667,선유,13.7,7.3,9.5,2.98,0.067,2.5,0,0
20210403,0.666666667,노량진,13.2,7.3,9.2,1.7,0.072,2.5,0,0
20210403,0.625,탄천,16.6,6.9,2.4,12.02,0.515,53.8,0,0
20210403,0.625,중랑천,16.3,7,4.9,4.7,0.1,32.1,0,0
20210403,0.625,안양천,16.7,6.9,2.9,6.41,3.8,13.3,0,0
20210403,0.625,선유,13.7,7.3,9.6,3.08,0.073,2.5,0,0
20210403,0.625,노량진,13.1,7.3,9.3,1.525,0.064,2.2,0,0
20210403,0.583333333,탄천,16.5,7,5.5,10.34,0.32,12.4,0,0
20210403,0.583333333,중랑천,16.6,7.1,5.3,4.7,0.1,2.3,0,0
20210403,0.583333333,안양천,16.8,6.8,2.5,,2.955,5.9,0,0
20210403,0.583333333,선유,13.7,7.3,9.7,3.16,0.076,2.5,0,0
20210403,0.583333333,노량진,13.1,7.4,9.5,1.525,0.05,2.2,0,0
20210403,0.541666667,탄천,16.5,7,5.3,11.52,0.43,20,0,0
20210403,0.541666667,중랑천,16.7,7.2,6.8,4.5,0.12,2.7,0,0
20210403,0.541666667,안양천,16.9,6.9,4,10.7,0.135,5.9,0,0
20210403,0.541666667,선유,13.7,7.3,9.6,3.08,0.076,2.5,0,0
20210403,0.541666667,노량진,13.1,7.4,9.5,1.5,0.048,2.2,0,0
20210403,0.5,탄천,16.7,7,5.2,7.9,0.08,8.2,0,0
20210403,0.5,중랑천,16.8,7.2,6.4,4.5,0.1,2.5,0,0
20210403,0.5,안양천,17,6.9,4.1,11.11,0.15,6,0,0
20210403,0.5,선유,13.7,7.3,9.4,2.88,0.066,2.5,0,0
20210403,0.5,노량진,13.1,7.3,9.3,1.5,0.044,2.5,0,0
20210403,0.458333333,탄천,16.6,7,5.2,7.96,0.095,5.2,0,0
20210403,0.458333333,중랑천,17.1,7.2,6.1,4.5,0.12,2.8,0,0
20210403,0.458333333,안양천,16.9,6.9,3.7,15.19,0.12,5.9,0,0
20210403,0.458333333,선유,13.7,7.3,9.4,2.98,0.071,2.6,0,0
20210403,0.458333333,노량진,13.1,7.3,9.3,1.5,0.042,2.2,0,0
20210403,0.416666667,탄천,16.7,7,5,8.32,0.1,5.4,0,0
20210403,0.416666667,중랑천,17.1,7.2,6.1,4.4,0.12,2.6,0,0
20210403,0.416666667,안양천,16.8,6.9,3.5,10.66,0.13,5.8,0,0
20210403,0.416666667,선유,13.7,7.3,9.5,2.98,0.074,2.5,0,0
20210403,0.416666667,노량진,13.1,7.3,9.4,1.5,0.04,2.1,0,0
20210403,0.375,탄천,16.7,6.9,4.8,8.62,0.095,5.5,0,0
20210403,0.375,중랑천,17.2,7.2,5.9,4.4,0.1,2.5,0,0
20210403,0.375,안양천,16.8,6.9,3.4,10.64,0.13,6,0,0
20210403,0.375,선유,13.7,7.3,9.5,3.14,0.077,2.5,0,0
20210403,0.375,노량진,13,7.3,9.4,1.575,0.042,2.2,0,0
20210403,0.333333333,탄천,16.9,6.9,4.7,8.9,0.105,5.6,0,0
20210403,0.333333333,중랑천,17.4,7.2,6.1,4.4,0.1,2.7,0,0
20210403,0.333333333,안양천,16.8,6.9,3.3,10.71,0.15,5.9,0,0
20210403,0.333333333,선유,13.7,7.3,9.5,3.12,0.068,2.5,0,0
20210403,0.333333333,노량진,13,7.4,9.4,1.425,0.042,2.2,0,0
20210403,0.291666667,탄천,17,6.9,4.7,9.18,0.12,5.8,0,0
20210403,0.291666667,중랑천,17.5,7.2,6.1,4.5,0.1,2.6,0,0
20210403,0.291666667,안양천,16.9,6.9,3.5,10.96,0.14,6,0,0
20210403,0.291666667,선유,13.7,7.3,9.5,3.12,0.074,2.6,0,0
20210403,0.291666667,노량진,13,7.4,9.4,1.725,0.042,2.2,0,0
20210403,0.25,탄천,17.2,6.9,4.7,9.38,0.1,5.9,0,0
20210403,0.25,중랑천,17.6,7.2,6.3,4.5,0.1,2.5,0,0
20210403,0.25,안양천,17,6.9,3.6,10.12,0.17,6,0,0
20210403,0.25,선유,13.7,7.3,9.6,3.22,0.073,2.4,0,0
20210403,0.25,노량진,13,7.4,9.5,1.5,0.044,2.2,0,0
20210403,0.208333333,탄천,17.2,6.9,4.8,9.24,0.1,5.9,0,0
20210403,0.208333333,중랑천,17.7,7.2,6.4,4.5,0.1,2.6,0,0
20210403,0.208333333,안양천,17,6.9,3.5,10.12,0.13,5.9,0,0
20210403,0.208333333,선유,13.8,7.3,9.6,3.2,0.08,2.8,0,0
20210403,0.208333333,노량진,13,7.4,9.6,1.675,0.05,2.2,0,0
20210403,0.166666667,탄천,17.3,6.9,4.8,9.48,0.135,5.9,0,0
20210403,0.166666667,중랑천,17.7,7.2,6.7,4.5,0.12,2.6,0,0
20210403,0.166666667,안양천,17.1,6.9,3.6,9.98,0.145,5.8,0,0
20210403,0.166666667,선유,13.7,7.3,9.7,3.28,0.077,2.5,0,0
20210403,0.166666667,노량진,13,7.4,9.7,1.65,0.05,2.3,0,0
20210403,0.125,탄천,17.4,6.9,4.9,9.66,0.1,5.6,0,0
20210403,0.125,중랑천,17.7,7.3,6.9,4.5,0.1,2.8,0,0
20210403,0.125,안양천,17.2,6.9,3.7,9.12,0.19,6.1,0,0
20210403,0.125,선유,13.7,7.3,9.8,3.36,0.077,2.5,0,0
20210403,0.125,노량진,13,7.4,9.7,1.675,0.05,2.2,0,0
20210403,0.083333333,탄천,17.5,6.9,4.9,9.66,0.105,5.8,0,0
20210403,0.083333333,중랑천,17.7,7.3,7.3,4.5,0.12,2.5,0,0
20210403,0.083333333,안양천,17.4,6.9,3.8,9.17,0.15,6,0,0
20210403,0.083333333,선유,13.7,7.3,10,3.34,0.084,2.5,0,0
20210403,0.083333333,노량진,13,7.4,9.8,1.725,0.052,2.3,0,0
20210403,0.041666667,탄천,17.6,6.9,5,9.7,0.1,5.7,0,0
20210403,0.041666667,중랑천,17.7,7.3,7.5,4.5,0.12,2.5,0,0
20210403,0.041666667,안양천,17.6,6.9,3.9,9.72,0.175,5.9,0,0
20210403,0.041666667,선유,13.7,7.3,10.1,3.36,0.092,2.5,0,0
20210403,0.041666667,노량진,13,7.4,9.8,1.675,0.06,2.2,0,0
20210402,1,탄천,17.8,6.9,5,9.76,0.1,6,0,0
20210402,1,중랑천,17.8,7.3,7.8,4.5,0.12,2.5,0,0
20210402,1,안양천,17.8,6.9,4,9.58,0.21,5.6,0,0
20210402,1,선유,13.7,7.3,10.1,3.36,0.072,2.5,0,0
20210402,1,노량진,13,7.4,9.8,1.75,0.05,2.2,0,0
20210402,0.958333333,탄천,18,6.9,5.1,9.84,0.1,6.1,0,0
20210402,0.958333333,중랑천,17.9,7.3,8,4.5,0.12,3.9,0,0
20210402,0.958333333,안양천,18.1,6.9,4.2,9.67,0.17,6,0,0
20210402,0.958333333,선유,13.7,7.3,10,3.34,0.073,2.9,0,0
20210402,0.958333333,노량진,13,7.4,9.8,1.7,0.044,2.2,0,0
20210402,0.916666667,탄천,18.1,6.9,5.2,9.9,0.1,7.4,0,0
20210402,0.916666667,중랑천,18,7.4,8.3,4.5,0.12,3.2,0,0
20210402,0.916666667,안양천,18.3,6.9,4.4,9.83,0.165,6,0,0
20210402,0.916666667,선유,13.7,7.3,10,3.4,0.069,2.5,0,0
20210402,0.916666667,노량진,13,7.4,9.9,1.75,0.05,2.2,0,0
20210402,0.875,탄천,18.3,6.9,5.3,9.8,0.1,6.1,0,0
20210402,0.875,중랑천,18.1,7.4,8.4,4.5,0.12,2.7,0,0
20210402,0.875,안양천,18.6,6.9,4.5,9.69,0.2,5.9,0,0
20210402,0.875,선유,13.7,7.3,10.1,3.38,0.069,2.5,0,0
20210402,0.875,노량진,13,7.4,9.9,1.8,0.05,2.2,0,0
20210402,0.833333333,탄천,18.4,6.9,5.5,9.48,0.1,6.1,0,0
20210402,0.833333333,중랑천,18,7.4,8.6,4.5,0.12,2.8,0,0
20210402,0.833333333,안양천,19,7,4.9,9.58,0.18,6,0,0
20210402,0.833333333,선유,13.7,7.4,10.2,3.46,0.074,2.3,0,0
20210402,0.833333333,노량진,13.1,7.4,9.9,1.9,0.05,2.2,0,0
20210402,0.791666667,탄천,18.6,6.9,5.9,9.14,0.1,5.9,0,0
20210402,0.791666667,중랑천,18,7.4,8.7,4.5,0.1,2.6,0,0
20210402,0.791666667,안양천,19.4,7,5.2,9.77,0.24,6,0,0
20210402,0.791666667,선유,13.7,7.4,10.4,3.32,0.073,2.5,0,0
20210402,0.791666667,노량진,13,7.4,10,1.75,0.06,2.2,0,0
20210402,0.75,탄천,18.8,6.9,6.3,8.86,0.1,5.9,0,0
20210402,0.75,중랑천,17.8,7.4,8.8,4.5,0.12,2.6,0,0
20210402,0.75,안양천,19.7,7,5.3,10.44,0.305,6,0,0
20210402,0.75,선유,13.8,7.4,10.8,3.36,0.087,2.5,0,0
20210402,0.75,노량진,13,7.4,10,2,0.058,2.2,0,0
20210402,0.708333333,탄천,18.9,7,6.6,8.46,0.1,6.5,0,0
20210402,0.708333333,중랑천,17.6,7.3,8.7,4.5,0.12,2.5,0,0
20210402,0.708333333,안양천,20,7,5.5,10.36,0.245,6,0,0
20210402,0.708333333,선유,13.7,7.4,10.5,3.42,0.073,3.1,0,0
20210402,0.708333333,노량진,13,7.4,9.9,2.05,0.056,2.3,0,0
20210402,0.666666667,탄천,19,7,6.8,8.62,0.1,5.7,0,0
20210402,0.666666667,중랑천,17.2,7.3,8.5,4.3,0.1,2.5,0,0
20210402,0.666666667,안양천,20,7,5.5,10.45,0.16,5.9,0,0
20210402,0.666666667,선유,13.6,7.3,10.2,3.36,0.081,2.4,0,0
20210402,0.666666667,노량진,13.1,7.4,10.1,2.125,0.05,2.2,0,0
20210402,0.625,탄천,19,7,6.9,8.8,0.105,5.8,0,0
20210402,0.625,중랑천,16.8,7.3,8.2,0.1,0.02,2.5,0,0
20210402,0.625,안양천,19.9,7,5.5,11.33,0.135,5.9,0,0
20210402,0.625,선유,13.6,7.3,10.1,3.46,0.092,2.5,0,0
20210402,0.625,노량진,13,7.4,10.1,2.2,0.06,2.3,0,0
20210402,0.583333333,탄천,18.7,7,6.8,8.84,0.125,,0,0
20210402,0.583333333,중랑천,16.4,7.3,7.9,,,4.4,0,0
20210402,0.583333333,안양천,19.2,7,5.4,12.25,0.12,5.9,0,0
20210402,0.583333333,선유,13.5,7.3,9.9,3.48,0.096,2.5,0,0
20210402,0.583333333,노량진,13,7.4,10.1,2.275,0.068,2.2,0,0
20210402,0.541666667,탄천,17.7,7,6.9,8.22,0.1,6.2,0,0
20210402,0.541666667,중랑천,16.1,7.2,7.4,,,,0,0
20210402,0.541666667,안양천,18.2,7,5.2,11.34,0.12,5.9,0,0
20210402,0.541666667,선유,13.5,7.3,9.7,3.64,0.108,2.5,0,0
20210402,0.541666667,노량진,12.9,7.3,10,2.3,0.068,2.3,0,0
20210402,0.5,탄천,16.7,7,6.8,8.26,0.1,7.7,0,0
20210402,0.5,중랑천,15.8,7.2,7.1,,,2.5,0,0
20210402,0.5,안양천,16.9,7,5,12.11,0.115,6,0,0
20210402,0.5,선유,13.5,7.3,9.6,3.3,0.083,2.5,0,0
20210402,0.5,노량진,12.9,7.3,9.9,2.175,0.058,2.2,0,0
20210402,0.458333333,탄천,16,7,6.7,8.02,0.1,5.8,0,0
20210402,0.458333333,중랑천,15.5,7.2,6.7,,,2.8,0,0
20210402,0.458333333,안양천,15.7,7,4.7,11.49,0.185,6.1,0,0
20210402,0.458333333,선유,13.3,7.3,9.5,3.32,0.072,2.6,0,0
20210402,0.458333333,노량진,12.6,7.3,9.7,2.25,0.056,2.3,0,0
20210402,0.416666667,탄천,15.5,7,6.3,8.42,0.1,5.7,0,0
20210402,0.416666667,중랑천,15.4,7.2,6.5,,,2.7,0,0
20210402,0.416666667,안양천,15,7,4.4,11.34,0.105,5.9,0,0
20210402,0.416666667,선유,13.2,7.3,9.3,3.26,0.074,2.4,0,0
20210402,0.416666667,노량진,12.6,7.3,9.5,2.275,0.056,2.2,0,0
20210402,0.375,탄천,15.2,7,5.8,8.7,0.095,5.8,0,0
20210402,0.375,중랑천,15.4,7.2,6.3,5.05,0.14,3,0,0
20210402,0.375,안양천,14.7,7,4.2,13.16,0.105,5.9,0,0
20210402,0.375,선유,13.1,7.3,9,3.26,0.076,2.4,0,0
20210402,0.375,노량진,12.5,7.3,9.3,2.375,0.056,2.2,0,0
20210402,0.333333333,탄천,15.3,6.9,5.5,9.02,0.1,5.9,0,0
20210402,0.333333333,중랑천,15.6,7.2,6.3,5.225,0.14,3,0,0
20210402,0.333333333,안양천,14.7,7,4.1,11.46,0.11,6.1,0,0
20210402,0.333333333,선유,13,7.3,8.9,3.32,0.081,2.8,0,0
20210402,0.333333333,노량진,12.5,7.3,9.4,2.425,0.058,2.3,0,0
20210402,0.291666667,탄천,15.5,6.9,5.3,9.34,0.105,6,0,0
20210402,0.291666667,중랑천,15.8,7.2,6.2,5.225,0.14,3.6,0,0
20210402,0.291666667,안양천,14.8,7,4.1,10.93,0.12,6.1,0,0
20210402,0.291666667,선유,13.1,7.3,8.9,3.4,0.084,2.7,0,0
20210402,0.291666667,노량진,12.5,7.2,9.3,2.425,0.06,2.2,0,0
20210402,0.25,탄천,15.7,6.9,5.3,9.16,0.1,6,0,0
20210402,0.25,중랑천,16,7.2,6.3,5.225,0.14,3,0,0
20210402,0.25,안양천,14.9,7,4.2,11.09,0.12,5.9,0,0
